type	journal	pubmed
c("Journal Article", "Meta-Analysis", "Review")	BMJ open	28487460
c("Journal Article", "Review")	BMJ open	28487459
Journal Article	BMJ open	28487458
Journal Article	BMJ open	28487457
c("Journal Article", "Meta-Analysis", "Review")	BMJ open	28487456
c("Journal Article", "Review")	BMJ open	28487455
Journal Article	BMJ open	28487454
c("Journal Article", "Meta-Analysis", "Review")	BMJ (Clinical research ed.)	28487435
Journal Article	BMJ (Clinical research ed.)	28487315
Journal Article	BMJ (Clinical research ed.)	28487287
Journal Article	BMJ (Clinical research ed.)	28487277
Journal Article	BMJ (Clinical research ed.)	28483973
Journal Article	BMJ (Clinical research ed.)	28483967
Journal Article	BMJ (Clinical research ed.)	28483924
Journal Article	BMJ (Clinical research ed.)	28483793
Journal Article	BMJ (Clinical research ed.)	28483792
Journal Article	BMJ (Clinical research ed.)	28483789
Journal Article	BMJ (Clinical research ed.)	28483769
Journal Article	BMJ (Clinical research ed.)	28483760
Journal Article	BMJ (Clinical research ed.)	28483759
Journal Article	BMJ (Clinical research ed.)	28483754
Journal Article	BMJ (Clinical research ed.)	28483751
Journal Article	BMJ (Clinical research ed.)	28483750
Journal Article	BMJ (Clinical research ed.)	28483747
Journal Article	The Lancet. Infectious diseases	28483417
Journal Article	The Lancet. Infectious diseases	28483416
Journal Article	The Lancet. Infectious diseases	28483415
c("Journal Article", "Randomized Controlled Trial")	The Lancet. Infectious diseases	28483414
Journal Article	The Lancet. Oncology	28483412
Journal Article	The Lancet. Oncology	28483411
Journal Article	The Lancet. Oncology	28483410
Journal Article	The Lancet. Respiratory medicine	28483403
Journal Article	The Lancet. Respiratory medicine	28483402
Journal Article	The Lancet. Respiratory medicine	28483401
Journal Article	The lancet. Diabetes &amp; endocrinology	28483371
c("Journal Article", "Meta-Analysis", "Review")	The Lancet. Neurology	28483337
Journal Article	The Lancet. Planetary health	28480453
c("Journal Article", "Multicenter Study")	The lancet. HIV	28479492
Journal Article	The lancet. HIV	28479491
Journal Article	The lancet. Gastroenterology &amp; hepatology	28479373
Journal Article	The lancet. Gastroenterology &amp; hepatology	28479372
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The Lancet. Oncology	28479233
Journal Article	The Lancet. Oncology	28479232
Journal Article	The lancet. Psychiatry	28479144
Journal Article	The lancet. Psychiatry	28479143
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	Lancet (London, England)	28478975
Journal Article	Lancet (London, England)	28478974
c("Journal Article", "Randomized Controlled Trial")	Lancet (London, England)	28478972
Journal Article	Lancet (London, England)	28478971
Journal Article	Lancet (London, England)	28478970
Journal Article	BMJ open	28478398
Journal Article	BMJ open	28478397
Journal Article	Lancet (London, England)	28478042
Journal Article	Lancet (London, England)	28478041
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	JAMA	28477440
Journal Article	The Lancet. Global health	28476564
c("Journal Article", "Randomized Controlled Trial")	The Lancet. Haematology	28476440
Journal Article	The lancet. Psychiatry	28476428
Journal Article	The lancet. Psychiatry	28476427
Journal Article	Lancet (London, England)	28476289
Journal Article	Lancet (London, England)	28476288
c("Journal Article", "Review")	Lancet (London, England)	28476287
c("Journal Article", "Randomized Controlled Trial")	BMJ open	28473524
c("Journal Article", "Review")	BMJ open	28473523
Journal Article	BMJ open	28473522
Journal Article	BMJ open	28473521
c("Journal Article", "Randomized Controlled Trial")	BMJ open	28473520
Journal Article	BMJ open	28473519
c("Journal Article", "Randomized Controlled Trial")	BMJ open	28473518
c("Journal Article", "Meta-Analysis", "Review")	BMJ open	28473517
Journal Article	BMJ open	28473516
Journal Article	BMJ open	28473515
Journal Article	BMJ open	28473514
Journal Article	BMJ open	28473513
Journal Article	BMJ open	28473512
Journal Article	BMJ open	28473511
Journal Article	BMJ open	28473510
c("Journal Article", "Multicenter Study")	BMJ open	28473509
Journal Article	BMJ open	28473508
Journal Article	BMJ open	28473507
Journal Article	BMJ (Clinical research ed.)	28473369
Journal Article	BMJ open	28473351
Journal Article	BMJ (Clinical research ed.)	28473311
Journal Article	JAMA	28472299
Journal Article	JAMA	28472226
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	BMJ (Clinical research ed.)	28468840
Journal Article	BMJ (Clinical research ed.)	28468771
Journal Article	BMJ (Clinical research ed.)	28468763
Journal Article	BMJ (Clinical research ed.)	28468760
Journal Article	BMJ (Clinical research ed.)	28468754
c("Journal Article", "Review")	BMJ (Clinical research ed.)	28468750
c("Journal Article", "Randomized Controlled Trial")	The New England journal of medicine	28468518
Journal Article	The New England journal of medicine	28467882
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28467880
Journal Article	The New England journal of medicine	28467879
Journal Article	The New England journal of medicine	28467878
Journal Article	The New England journal of medicine	28467872
Journal Article	The New England journal of medicine	28467870
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28467869
c("Journal Article", "Review")	The New England journal of medicine	28467868
c("Journal Article", "Review")	The New England journal of medicine	28467867
Journal Article	The New England journal of medicine	28467866
Journal Article	The New England journal of medicine	28467732
Journal Article	JAMA	28467541
Journal Article	BMJ (Clinical research ed.)	28465422
Journal Article	BMJ (Clinical research ed.)	28465361
Journal Article	BMJ (Clinical research ed.)	28465344
Journal Article	BMJ (Clinical research ed.)	28465317
Journal Article	BMJ (Clinical research ed.)	28465316
Journal Article	BMJ (Clinical research ed.)	28465309
Journal Article	BMJ (Clinical research ed.)	28465308
Journal Article	BMJ open	28465307
Journal Article	BMJ open	28465306
Journal Article	BMJ open	28465305
Journal Article	BMJ open	28465304
Journal Article	JAMA	28464169
Journal Article	JAMA	28464168
Journal Article	JAMA	28464167
Journal Article	JAMA	28464166
Journal Article	JAMA	28464165
Journal Article	JAMA	28464164
Journal Article	JAMA	28464163
Journal Article	JAMA	28464162
Journal Article	JAMA	28464161
Journal Article	JAMA	28464160
Journal Article	JAMA	28464159
Journal Article	JAMA	28464158
Journal Article	JAMA	28464157
Journal Article	JAMA	28464156
Journal Article	JAMA	28464155
Journal Article	JAMA	28464154
Journal Article	JAMA	28464153
Journal Article	JAMA	28464152
Journal Article	JAMA	28464151
Journal Article	JAMA	28464150
Journal Article	JAMA	28464149
Journal Article	JAMA	28464148
Journal Article	JAMA	28464147
Journal Article	JAMA	28464145
Journal Article	JAMA	28464144
Journal Article	JAMA	28464141
Journal Article	JAMA	28464140
Journal Article	JAMA	28464134
Journal Article	JAMA	28464133
Journal Article	JAMA	28464132
Journal Article	JAMA	28464131
Journal Article	JAMA	28464128
Journal Article	JAMA	28464127
Journal Article	JAMA	28464126
Journal Article	The Lancet. Respiratory medicine	28463177
Journal Article	The Lancet. Respiratory medicine	28463176
Journal Article	Lancet (London, England)	28463131
Journal Article	Lancet (London, England)	28463130
Journal Article	Lancet (London, England)	28463129
Journal Article	Lancet (London, England)	28463128
Journal Article	Lancet (London, England)	28463127
Journal Article	The Lancet. Respiratory medicine	28462898
c("Journal Article", "Randomized Controlled Trial")	The Lancet. Global health	28462880
Journal Article	The Lancet. Global health	28462879
Journal Article	The lancet. Diabetes &amp; endocrinology	28462870
Journal Article	The lancet. Diabetes &amp; endocrinology	28462869
Journal Article	The lancet. Diabetes &amp; endocrinology	28462868
c("Journal Article", "Review")	The Lancet. Infectious diseases	28461209
Journal Article	The Lancet. Infectious diseases	28461208
c("Journal Article", "Randomized Controlled Trial")	The Lancet. Infectious diseases	28461207
Journal Article	The lancet. Diabetes &amp; endocrinology	28461160
Journal Article	The lancet. Diabetes &amp; endocrinology	28461159
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The Lancet. Neurology	28460892
Journal Article	The Lancet. Neurology	28460891
Journal Article	The Lancet. Neurology	28460890
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The Lancet. Neurology	28460889
c("Journal Article", "Review")	Lancet (London, England)	28460828
c("Journal Article", "Review")	Lancet (London, England)	28460827
Journal Article	The Lancet. Haematology	28460814
Journal Article	The Lancet. Haematology	28460813
Journal Article	JAMA	28459974
Journal Article	JAMA	28459924
c("Clinical Trial", "Letter")	The New England journal of medicine	28459186
Journal Article	The Lancet. Haematology	28457981
c("Journal Article", "Randomized Controlled Trial")	The Lancet. Haematology	28457980
Journal Article	The Lancet. Oncology	28457712
Journal Article	The Lancet. Oncology	28457711
Journal Article	The Lancet. Oncology	28457710
Journal Article	The Lancet. Oncology	28457709
c("Journal Article", "Multicenter Study")	The Lancet. Oncology	28457708
c("Journal Article", "Review")	The Lancet. Infectious diseases	28457597
c("Journal Article", "Review")	The Lancet. Oncology	28456589
c("Journal Article", "Review")	The Lancet. Oncology	28456588
c("Journal Article", "Review")	The Lancet. Oncology	28456587
c("Journal Article", "Review")	The Lancet. Oncology	28456586
Journal Article	The Lancet. Oncology	28456585
Journal Article	Lancet (London, England)	28456509
Journal Article	Lancet (London, England)	28456508
Journal Article	The lancet. Psychiatry	28456502
Journal Article	The lancet. Psychiatry	28456501
Journal Article	The Lancet. Neurology	28456480
Journal Article	The Lancet. Neurology	28456479
Journal Article	The lancet. Diabetes &amp; endocrinology	28456417
Journal Article	The lancet. Diabetes &amp; endocrinology	28456416
Journal Article	The lancet. Psychiatry	28456297
Journal Article	The lancet. Psychiatry	28456296
Journal Article	The lancet. Psychiatry	28456295
c("Journal Article", "Review")	BMJ open	28455426
Journal Article	BMJ open	28455425
c("Journal Article", "Meta-Analysis", "Review")	BMJ open	28455424
c("Journal Article", "Randomized Controlled Trial")	BMJ open	28455423
Journal Article	BMJ (Clinical research ed.)	28455380
Journal Article	Lancet (London, England)	28455148
Journal Article	Lancet (London, England)	28455147
c("Journal Article", "Review")	The lancet. Psychiatry	28454915
Journal Article	The Lancet. Infectious diseases	28454675
c("Journal Article", "Randomized Controlled Trial")	The Lancet. Infectious diseases	28454674
Journal Article	The Lancet. Oncology	28452326
Journal Article	The Lancet. Oncology	28452325
Journal Article	The Lancet. Oncology	28452324
c("Journal Article", "Multicenter Study")	BMJ open	28450468
c("Journal Article", "Review")	BMJ open	28450467
Journal Article	BMJ open	28450466
c("Journal Article", "Review")	BMJ open	28450465
Journal Article	BMJ open	28450464
Journal Article	BMJ open	28450463
Journal Article	BMJ (Clinical research ed.)	28450416
Journal Article	BMJ (Clinical research ed.)	28450308
